FilePath,Predicted_ID,Predicted_Class,Confidence,Prob_g1,Prob_g10,Prob_g11,Prob_g12,Prob_g13,Prob_g14,Prob_g15,Prob_g2,Prob_g3,Prob_g4,Prob_g5,Prob_g6,Prob_g7,Prob_g8,Prob_g9
patient001\s0010_re_v5_features.npy,9,g4,0.6284825205802917,0.07732006162405014,0.0003085196658503264,0.011824590153992176,0.02998811937868595,0.011603283695876598,0.005065588280558586,0.010129635222256184,0.007026376202702522,0.0010567741701379418,0.6284825205802917,0.0014756498858332634,0.05035501345992088,0.01044470351189375,0.15456385910511017,0.00035536003997549415
patient001\s0010_re_v6_features.npy,9,g4,0.6903071403503418,0.0783754214644432,9.877108823275194e-05,0.006229515187442303,0.0173602607101202,0.005239860620349646,0.003186509246006608,0.00593342212960124,0.0030258172191679478,0.00028764165472239256,0.6903071403503418,0.0006551396800205112,0.05383383110165596,0.005955627653747797,0.12936009466648102,0.00015097865252755582
patient001\s0010_re_vx_features.npy,9,g4,0.23394332826137543,0.035068709403276443,0.008711984381079674,0.04307481646537781,0.07509580999612808,0.09227290004491806,0.0115539925172925,0.026165857911109924,0.22893236577510834,0.03765549510717392,0.23394332826137543,0.00972479023039341,0.022975536063313484,0.016396762803196907,0.15474385023117065,0.0036838827654719353
patient001\s0010_re_vy_features.npy,9,g4,0.512850284576416,0.07408544421195984,0.0005915609071962535,0.01405289489775896,0.029352137818932533,0.022029055282473564,0.00808870978653431,0.011703778058290482,0.035589247941970825,0.0016677079256623983,0.512850284576416,0.002079984173178673,0.05548904836177826,0.0081540048122406,0.22376200556755066,0.0005041479016654193
patient001\s0010_re_vz_features.npy,9,g4,0.373196005821228,0.05029657483100891,0.0033494571689516306,0.03500139340758324,0.08384083211421967,0.06982863694429398,0.008887451142072678,0.018365902826189995,0.10754995793104172,0.014640295878052711,0.373196005821228,0.005800853483378887,0.026450078934431076,0.01350364275276661,0.18784011900424957,0.0014488088199868798
patient001\s0014lre_avf_features.npy,7,g2,0.14033132791519165,0.08847664296627045,0.02326059341430664,0.052411533892154694,0.06289376318454742,0.07417802512645721,0.043914634734392166,0.052532654255628586,0.14033132791519165,0.038230348378419876,0.12625543773174286,0.032720670104026794,0.0653301477432251,0.04413827508687973,0.13524922728538513,0.020076774060726166
patient001\s0014lre_avl_features.npy,7,g2,0.4229240119457245,0.027865340933203697,0.0030363749247044325,0.0280691459774971,0.04483186453580856,0.08655134588479996,0.004797569941729307,0.008762693963944912,0.4229240119457245,0.014170247130095959,0.14147497713565826,0.005340107250958681,0.01554813515394926,0.005928978323936462,0.18975761532783508,0.0009416168322786689
patient001\s0014lre_avr_features.npy,9,g4,0.6475397348403931,0.10947807133197784,7.090032886480913e-05,0.003966267686337233,0.00786580704152584,0.0026625278405845165,0.007309220265597105,0.008243841119110584,0.0007471984717994928,0.0001329122605966404,0.6475397348403931,0.0004931620787829161,0.06523650139570236,0.007539287209510803,0.13849644362926483,0.0002181080199079588
patient001\s0014lre_iii_features.npy,9,g4,0.1953733116388321,0.11504201591014862,0.010483241640031338,0.04569116607308388,0.053975820541381836,0.04903855174779892,0.04051525145769119,0.05001244321465492,0.052041973918676376,0.01741776056587696,0.1953733116388321,0.023012787103652954,0.09995441883802414,0.052731145173311234,0.18139371275901794,0.013316452503204346
patient001\s0014lre_ii_features.npy,7,g2,0.30861204862594604,0.0542885959148407,0.016729502007365227,0.0452827624976635,0.060494404286146164,0.08921495825052261,0.023044366389513016,0.03058043122291565,0.30861204862594604,0.03553420677781105,0.12562155723571777,0.019006825983524323,0.03445545583963394,0.020349271595478058,0.12819775938987732,0.008587845601141453
patient001\s0014lre_i_features.npy,7,g2,0.9530869126319885,5.621003219857812e-05,1.650585517154468e-07,9.177168976748362e-05,0.0005087668541818857,0.0035184903535991907,3.765451310755452e-07,1.797590812202543e-06,0.9530869126319885,1.5007599358796142e-05,0.014345169067382812,4.776364903591457e-07,1.146088197856443e-05,3.3230688245566853e-07,0.028362996876239777,2.3710542418342584e-09
patient001\s0014lre_v1_features.npy,9,g4,0.8433259725570679,0.03885394707322121,1.4110615609297383e-07,0.00021226133685559034,0.0006247397395782173,9.469369251746684e-05,0.0003485563793219626,0.00046341674169525504,9.026566658576485e-06,5.861676299900864e-07,0.8433259725570679,5.306966158968862e-06,0.02016729861497879,0.0006101017934270203,0.09528288245201111,1.106143145079841e-06
patient001\s0014lre_v2_features.npy,9,g4,0.8360115885734558,0.04376107454299927,3.887536195179564e-07,0.00032550052856095135,0.000905598106328398,0.00015016038378234953,0.0006196106551215053,0.0007812157855369151,1.7979600670514628e-05,1.452686205993814e-06,0.8360115885734558,1.1294499927316792e-05,0.02352074906229973,0.0008994234376586974,0.09299097210168839,3.002048970301985e-06
patient001\s0014lre_v3_features.npy,7,g2,0.7528132200241089,0.0027574431151151657,6.372064672177657e-05,0.0034840614534914494,0.009156634099781513,0.029440004378557205,0.00012057025742251426,0.0003459655854385346,0.7528132200241089,0.00130429957062006,0.08095499873161316,0.00013543569366447628,0.0009049861109815538,0.00011792133591370657,0.11839555203914642,5.179975232749712e-06
patient001\s0014lre_v4_features.npy,7,g2,0.8083568215370178,0.0014766828389838338,2.2063401047489606e-05,0.0019182392861694098,0.005796546582132578,0.021908873692154884,4.313711542636156e-05,0.00013609333836939186,0.8083568215370178,0.0007024765945971012,0.06032269448041916,5.256146323517896e-05,0.0004179762618150562,4.2743740777950734e-05,0.0988018810749054,1.252856577593775e-06
patient001\s0014lre_v5_features.npy,9,g4,0.8826882839202881,0.026740457862615585,4.731454694706372e-08,0.00011085462756454945,0.0003342874988447875,3.8947793655097485e-05,0.00018245368846692145,0.00027513530221767724,3.287622575953719e-06,2.0700900904557784e-07,0.8826882839202881,2.0472464257181855e-06,0.0165896937251091,0.0003211302973795682,0.0727127268910408,4.850122081734298e-07
patient001\s0014lre_v6_features.npy,9,g4,0.9351891279220581,0.013583725318312645,1.2921597125625794e-09,1.6738353224354796e-05,6.532507541123778e-05,4.584065209201071e-06,2.9851180443074554e-05,4.890970740234479e-05,2.2403942523396836e-07,8.031412868092502e-09,0.9351891279220581,1.2817434935641359e-07,0.007465269882231951,5.8587185776559636e-05,0.043537456542253494,2.1412486006511244e-08
patient001\s0014lre_vx_features.npy,9,g4,0.7788050174713135,0.05763676390051842,3.4800177672877908e-06,0.0010390856768935919,0.002134371316060424,0.00045810005394741893,0.0015738639049232006,0.0022387001663446426,8.501500269630924e-05,1.0923405170615297e-05,0.7788050174713135,5.419462831923738e-05,0.04081471264362335,0.002233239123597741,0.1128913164138794,2.1134717826498672e-05
patient001\s0014lre_vy_features.npy,7,g2,0.6136742830276489,0.011470078490674496,0.0009411937789991498,0.0118748489767313,0.024161403998732567,0.0555347241461277,0.0015000718412920833,0.0029179409611970186,0.6136742830276489,0.006238716654479504,0.11695884168148041,0.0013568740105256438,0.0048614731058478355,0.0012518499279394746,0.14709122478961945,0.000166557845659554
patient001\s0014lre_vz_features.npy,9,g4,0.7894140481948853,0.068409264087677,2.9839397939213086e-06,0.0008835673797875643,0.0020965358708053827,0.00041878188494592905,0.0015293486649170518,0.002023193286731839,7.578294025734067e-05,9.69775555859087e-06,0.7894140481948853,4.6377830585697666e-05,0.03638108819723129,0.0019757759291678667,0.09671766310930252,1.601726580702234e-05
patient001\s0016lre_avf_features.npy,9,g4,0.9238312840461731,0.016036542132496834,1.827233697682118e-09,2.179284274461679e-05,5.0638238462852314e-05,5.886876806471264e-06,4.8088888433994725e-05,6.104858766775578e-05,3.4141618243666016e-07,1.0081905976733196e-08,0.9238312840461731,1.7188713741234096e-07,0.01165864709764719,6.905207555973902e-05,0.04821646586060524,2.594993731008799e-08
patient001\s0016lre_avl_features.npy,7,g2,0.6715933680534363,0.01403967384248972,0.0002934879157692194,0.006300737615674734,0.018977534025907516,0.03267059475183487,0.0008538062102161348,0.00143984064925462,0.6715933680534363,0.0020589586347341537,0.14193399250507355,0.0004905215464532375,0.004978932440280914,0.0005639093578793108,0.10376039147377014,4.426734449225478e-05
patient001\s0016lre_avr_features.npy,7,g2,0.9791895151138306,2.469105675118044e-05,9.030893011185981e-08,5.3248419135343283e-05,0.00023327238159254193,0.0015547851799055934,2.0484073104398703e-07,9.929640327754896e-07,0.9791895151138306,1.0742601261881646e-05,0.006980631034821272,2.3621856826139265e-07,6.391995157173369e-06,1.561187445986434e-07,0.011944975703954697,1.599903987070661e-09
patient001\s0016lre_iii_features.npy,9,g4,0.8772073984146118,0.03176112100481987,4.490613036978175e-08,0.00011441769311204553,0.00023620581487193704,4.265913594281301e-05,0.000223936716793105,0.000254518206929788,4.627001089829719e-06,1.7866641144337336e-07,0.8772073984146118,1.9737578895728802e-06,0.022793956100940704,0.00028089163242839277,0.06707784533500671,3.448851657594787e-07
patient001\s0016lre_ii_features.npy,9,g4,0.9495430588722229,0.008435581810772419,2.0087544128077894e-10,6.864141141704749e-06,1.942653580044862e-05,1.5109379774003173e-06,1.4737745914317202e-05,2.0969986508134753e-05,5.443893869028216e-08,1.3435822454610502e-09,0.9495430588722229,3.2278375527994285e-08,0.006398861762136221,2.3475236957892776e-05,0.03553552180528641,4.390756647154603e-09
patient001\s0016lre_i_features.npy,9,g4,0.7979816198348999,0.04173366352915764,1.012109532894101e-05,0.001463918131776154,0.005013735499233007,0.0009767828742042184,0.0018456855323165655,0.0028581044171005487,0.00031222551479004323,2.6138681278098375e-05,0.7979816198348999,0.00012098882143618539,0.03387409448623657,0.002212669001892209,0.11152975261211395,4.054225792060606e-05
patient001\s0016lre_v1_features.npy,9,g4,0.8604581356048584,0.055251553654670715,3.2727643883845303e-07,0.000207699034945108,0.0007523149834014475,8.961472485680133e-05,0.0005818866775371134,0.0006723059923388064,1.1908506166946609e-05,8.75463967986434e-07,0.8604581356048584,7.984942385519389e-06,0.028850598260760307,0.000616696139331907,0.0524960532784462,2.0138040781603195e-06
patient001\s0016lre_v2_features.npy,9,g4,0.8882670402526855,0.03979397192597389,1.4822091998212272e-07,0.00015718524809926748,0.0006721713580191135,6.25227767159231e-05,0.00032488294527865946,0.00046033182297833264,6.720748388033826e-06,5.183355256122013e-07,0.8882670402526855,4.836887910641963e-06,0.018169740214943886,0.0004470311396289617,0.05163188278675079,1.1427052868384635e-06
patient001\s0016lre_v3_features.npy,9,g4,0.8741812109947205,0.0391245000064373,3.220889368549251e-07,0.00028966175159439445,0.0011281580664217472,0.00011359295604052022,0.0004162069526501,0.0006715820636600256,1.232775866810698e-05,1.2597213299159193e-06,0.8741812109947205,9.634281013859436e-06,0.01733105257153511,0.0007307279156520963,0.06598736345767975,2.469773562552291e-06
patient001\s0016lre_v4_features.npy,9,g4,0.8841878771781921,0.03260789439082146,1.430928620038685e-07,0.0001975191116798669,0.0006551744299940765,7.261500286404043e-05,0.00029393265140242875,0.00047040480421856046,6.9073416852916125e-06,6.118652322584239e-07,0.8841878771781921,4.812601218873169e-06,0.01535027101635933,0.0005054080975241959,0.06564518064260483,1.2137077192164725e-06
patient001\s0016lre_v5_features.npy,9,g4,0.865543007850647,0.035497795790433884,1.929455351046272e-07,0.00023637671256437898,0.0005951905041001737,8.840952068567276e-05,0.00038126224535517395,0.0005618509603664279,9.037804375111591e-06,7.78109097154811e-07,0.865543007850647,5.717406565963756e-06,0.019334634765982628,0.000585366680752486,0.07715891301631927,1.5402050621560193e-06
patient001\s0016lre_v6_features.npy,9,g4,0.7192878723144531,0.0748952105641365,1.5865160094108433e-05,0.0021856871899217367,0.004148965235799551,0.001150847296230495,0.0031906545627862215,0.004236190114170313,0.00023921193496789783,4.019782863906585e-05,0.7192878723144531,0.00015948968939483166,0.04916106164455414,0.004243158735334873,0.1369783878326416,6.715711060678586e-05
patient001\s0016lre_vx_features.npy,9,g4,0.7256677150726318,0.0627719983458519,1.7000869775074534e-05,0.002600683132186532,0.0059992466121912,0.0015225420938804746,0.002575984224677086,0.004134477581828833,0.00036014209035784006,5.633489490719512e-05,0.7256677150726318,0.0001846831146394834,0.03540445864200592,0.004315973725169897,0.15432049334049225,6.823793955845758e-05
patient001\s0016lre_vy_features.npy,7,g2,0.33002370595932007,0.051255255937576294,0.009631432592868805,0.041859664022922516,0.07635557651519775,0.08683469146490097,0.013762532733380795,0.023065604269504547,0.33002370595932007,0.026201006025075912,0.1579313576221466,0.013025498017668724,0.02655510976910591,0.014921324327588081,0.1240796148777008,0.004497630521655083
patient001\s0016lre_vz_features.npy,9,g4,0.4423850178718567,0.10117828100919724,0.00217993650585413,0.01661490648984909,0.06157998368144035,0.03539152443408966,0.014946400187909603,0.019446002319455147,0.07499094307422638,0.004411282949149609,0.4423850178718567,0.004543854855000973,0.04524967074394226,0.011180045083165169,0.1644313633441925,0.0014708364615216851
patient002\s0015lre_avf_features.npy,5,g14,0.14593356847763062,0.03404732421040535,0.02979697473347187,0.03152713552117348,0.03546490892767906,0.049828123301267624,0.14593356847763062,0.1431467980146408,0.07852865755558014,0.0817207396030426,0.04822499677538872,0.058697059750556946,0.017597710713744164,0.05891862511634827,0.11297368258237839,0.07359364628791809
patient002\s0015lre_avl_features.npy,6,g15,0.23221075534820557,0.012450587935745716,0.009320440702140331,0.010207932442426682,0.015609946101903915,0.030475854873657227,0.23160652816295624,0.23221075534820557,0.07687954604625702,0.09159218519926071,0.025483207777142525,0.041176412254571915,0.0025035354774445295,0.03262827545404434,0.13603046536445618,0.05182427912950516
patient002\s0015lre_avr_features.npy,8,g3,0.964364230632782,0.0024025579914450645,0.008770646527409554,0.0009973690612241626,0.002618292812258005,0.0004756003327202052,0.001520605175755918,0.008754017762839794,0.0001040594361256808,0.964364230632782,0.001552790286950767,0.0003302432014606893,0.0011024012928828597,0.00042130472138524055,0.003593750298023224,0.002992144087329507
patient002\s0015lre_iii_features.npy,8,g3,0.10897990316152573,0.05596785619854927,0.0501369871199131,0.046259187161922455,0.05114847794175148,0.05487479642033577,0.0894818902015686,0.10691874474287033,0.06280101835727692,0.10897990316152573,0.05920790880918503,0.05389735847711563,0.03626551479101181,0.060882773250341415,0.09487774223089218,0.0682997852563858
patient002\s0015lre_ii_features.npy,5,g14,0.19978781044483185,0.02052699401974678,0.017604388296604156,0.019015738740563393,0.023504965007305145,0.03832181543111801,0.19978781044483185,0.18804435431957245,0.07444490492343903,0.08367682993412018,0.03577929362654686,0.05076480284333229,0.007498648017644882,0.04662175104022026,0.12596991658210754,0.06843780726194382
patient002\s0015lre_i_features.npy,5,g14,0.47869500517845154,0.00027885931194759905,0.00019031556439585984,0.000244162481976673,0.0005781235522590578,0.002369650872424245,0.47869500517845154,0.3494184911251068,0.017803672701120377,0.034290604293346405,0.001798583078198135,0.006670357193797827,1.0441164704388939e-05,0.0033636856824159622,0.09016592055559158,0.01412216853350401
patient002\s0015lre_v1_features.npy,6,g15,0.222659632563591,0.015167930163443089,0.013180186972022057,0.013105240650475025,0.019281312823295593,0.032304372638463974,0.1902460753917694,0.222659632563591,0.05468439310789108,0.12371569126844406,0.031162621453404427,0.03819730877876282,0.0037777158431708813,0.03448105230927467,0.15309320390224457,0.05494321510195732
patient002\s0015lre_v2_features.npy,8,g3,0.2899303436279297,0.03316660225391388,0.04373032599687576,0.03047567792236805,0.04140567407011986,0.03726712241768837,0.07451001554727554,0.12796689569950104,0.027637604624032974,0.2899303436279297,0.04055270925164223,0.03106682375073433,0.018526365980505943,0.0374579019844532,0.10553599148988724,0.06076997146010399
patient002\s0015lre_v3_features.npy,5,g14,0.3773214817047119,0.0010388587834313512,0.00081351597327739,0.0008428582805208862,0.0018003996228799224,0.00502366479486227,0.3773214817047119,0.35521942377090454,0.020057808607816696,0.07923908531665802,0.005070807412266731,0.011021973565220833,6.227116682566702e-05,0.006548277568072081,0.11394409835338593,0.021995458751916885
patient002\s0015lre_v4_features.npy,6,g15,0.26767536997795105,0.007784829009324312,0.00737791508436203,0.006524587981402874,0.011031193658709526,0.01915784180164337,0.2433764636516571,0.26767536997795105,0.037284571677446365,0.1429464966058731,0.02011791802942753,0.027183081954717636,0.0013893622672185302,0.022032037377357483,0.1378171443939209,0.048301201313734055
patient002\s0015lre_v5_features.npy,8,g3,0.34554100036621094,0.04191644862294197,0.06642257422208786,0.03655996918678284,0.048357460647821426,0.03441951796412468,0.04491492733359337,0.08697663992643356,0.019136711955070496,0.34554100036621094,0.043851789087057114,0.02567167952656746,0.033116839826107025,0.03307836502790451,0.0833030641078949,0.056733012199401855
patient002\s0015lre_v6_features.npy,8,g3,0.15760481357574463,0.052769582718610764,0.060444898903369904,0.04457726702094078,0.05636681988835335,0.05538197234272957,0.07329080998897552,0.1053198054432869,0.047644928097724915,0.15760481357574463,0.05845971405506134,0.04426473006606102,0.03491688519716263,0.052835654467344284,0.09207943081855774,0.06404267996549606
patient002\s0015lre_vx_features.npy,8,g3,0.9200879335403442,0.0021000539418309927,0.00879674218595028,0.0016543468227609992,0.00443432480096817,0.0016204459825530648,0.005356841254979372,0.02512448839843273,0.00033811942557804286,0.9200879335403442,0.0029342416673898697,0.0008740529883652925,0.0009957904694601893,0.0011977117974311113,0.017565105110406876,0.006919711362570524
patient002\s0015lre_vy_features.npy,5,g14,0.14086772501468658,0.03523224964737892,0.030275486409664154,0.03238321840763092,0.03655172511935234,0.05054684728384018,0.14086772501468658,0.1393245905637741,0.07952797412872314,0.0829554870724678,0.04924321547150612,0.05916662514209747,0.018470292910933495,0.059544261544942856,0.11267758160829544,0.07323265820741653
patient002\s0015lre_vz_features.npy,8,g3,0.9863437414169312,0.0006829401827417314,0.00301815802231431,0.00021978843142278492,0.000795644533354789,0.00011652009561657906,0.0006704680854454637,0.0048707933165133,1.8683867892832495e-05,0.9863437414169312,0.0004804367199540138,7.636052032466978e-05,0.0001872858265414834,8.620675362180918e-05,0.0013939155032858253,0.001038948423229158
patient003\s0017lre_avf_features.npy,7,g2,0.9999854564666748,2.1062542820970975e-09,2.2225448380749316e-16,1.3618692287710628e-14,1.0116153748018775e-10,3.2123182423533098e-15,5.3574215579783e-15,2.8239546118191683e-11,0.9999854564666748,4.086907543074045e-14,2.5821054805419408e-06,9.873765458831098e-19,1.6551544856913125e-10,3.837480463605991e-13,1.1962329153902829e-05,2.6984987391864314e-15
patient003\s0017lre_avl_features.npy,9,g4,0.7300406098365784,0.0021424246951937675,0.002453940687701106,0.009993541985750198,0.014751127921044827,0.0030342719983309507,0.0007841261103749275,0.01717056706547737,0.007497229613363743,0.13326352834701538,0.7300406098365784,0.0014042065013200045,0.001603955402970314,0.06786217540502548,0.0025498773902654648,0.005448400508612394
patient003\s0017lre_avr_features.npy,9,g4,0.5698561072349548,1.1935521797568072e-06,2.2621179596171714e-05,0.00039300217758864164,0.0005350392893888056,1.952976526808925e-05,1.1332042504363926e-06,0.00115016580093652,1.4020937442182912e-06,0.3721075654029846,0.5698561072349548,2.8082124117645435e-05,8.221742291425471e-07,0.05546621233224869,5.337681727723975e-07,0.00041649932973086834
patient003\s0017lre_iii_features.npy,7,g2,0.9999828338623047,4.4578061242361855e-09,1.3782652243552406e-15,7.554813572690014e-14,3.3350622263839114e-10,1.8033943004831972e-14,2.5042141144483547e-14,9.294578301455303e-11,0.9999828338623047,1.7720835920626704e-13,6.750304692104692e-06,5.967224690675888e-18,3.499063816470027e-10,1.6860364016393903e-12,1.0452694368723314e-05,1.0565152912418978e-14
patient003\s0017lre_ii_features.npy,7,g2,0.9999245405197144,2.672753218746493e-08,1.5847999995655115e-14,5.718876977880982e-13,1.497023283114629e-09,1.7023912119405737e-13,2.8640712848235217e-13,5.251649115578516e-10,0.9999245405197144,1.752309235214522e-12,9.904219041345641e-06,1.618554363098758e-16,2.9632893916442526e-09,1.1455274229188461e-11,6.550651596626267e-05,1.7146832185458566e-13
patient003\s0017lre_i_features.npy,7,g2,0.9865638017654419,0.00013841195323038846,5.350194598463531e-08,3.75216956172153e-07,2.0132511053816415e-05,2.1458963317400048e-07,2.7188883677808917e-07,1.4589263628295157e-05,0.9865638017654419,9.766733910510084e-07,0.0020175622776150703,6.222415915857482e-09,5.270577094051987e-05,2.097473497997271e-06,0.011188602074980736,2.4691485123184975e-07
patient003\s0017lre_v1_features.npy,9,g4,0.7465908527374268,0.00025881125475279987,0.0009495925041846931,0.005035923328250647,0.006267971359193325,0.0008717841119505465,0.00017203312017954886,0.009803886525332928,0.00047323573380708694,0.1585296243429184,0.7465908527374268,0.0005710537079721689,0.0001636758679524064,0.06722483783960342,0.00016516329196747392,0.0029216010589152575
patient003\s0017lre_v2_features.npy,9,g4,0.7988079190254211,0.004952312912791967,0.0020176637917757034,0.006459412630647421,0.015708865597844124,0.0028364972677081823,0.0009662566590122879,0.018567513674497604,0.039789747446775436,0.05760446563363075,0.7988079190254211,0.0007932172156870365,0.0033508657943457365,0.03403441980481148,0.010291488841176033,0.0038194293156266212
patient003\s0017lre_v3_features.npy,9,g4,0.827410101890564,0.0038188258185982704,0.001232301932759583,0.0047871205024421215,0.01187114603817463,0.0019211943726986647,0.0006635191384702921,0.014223485253751278,0.039508599787950516,0.049472685903310776,0.827410101890564,0.0004431214474607259,0.0027825492434203625,0.02958693355321884,0.0096747362986207,0.0026035935152322054
patient003\s0017lre_v4_features.npy,9,g4,0.7564163208007812,0.006481056101620197,0.002120161894708872,0.00885406881570816,0.01505210716277361,0.0037252746988087893,0.0017169708153232932,0.02004062756896019,0.04303454980254173,0.0663166344165802,0.7564163208007812,0.0009801032720133662,0.005548764485865831,0.050742585211992264,0.014067180454730988,0.004903697874397039
patient003\s0017lre_v5_features.npy,9,g4,0.5889544486999512,0.015474115498363972,0.0044867973774671555,0.01784450374543667,0.02705262042582035,0.008839334361255169,0.0047615994699299335,0.03148553520441055,0.08031332492828369,0.09092758595943451,0.5889544486999512,0.002833060221746564,0.014452607370913029,0.07066066563129425,0.030830273404717445,0.011083552613854408
patient003\s0017lre_v6_features.npy,7,g2,0.9999430179595947,1.0595377020194974e-08,4.9908828731305786e-15,2.115089651815935e-13,7.914872646175297e-10,4.352106443782609e-14,7.468807202478528e-14,2.5459465091692834e-10,0.9999430179595947,1.0535604506867191e-12,1.2100399544578977e-05,3.071461242496791e-17,1.6780220546408486e-09,5.197748915303224e-12,4.485372846829705e-05,6.278639175412437e-14
patient003\s0017lre_vx_features.npy,7,g2,0.9996486902236938,1.3975656543152581e-07,5.667994285724065e-13,8.46906746121423e-12,9.940680278930358e-09,2.2757999911665605e-12,8.361878897633623e-12,6.437458122121598e-09,0.9996486902236938,2.8452316891414142e-11,6.175164162414148e-05,4.659879338002543e-15,3.4865212938939294e-08,1.580002240153533e-10,0.00028938069590367377,5.414231129402536e-12
patient003\s0017lre_vy_features.npy,7,g2,0.9999910593032837,8.415463881306096e-10,6.069994271723966e-17,3.397397694185453e-15,4.0303566040122973e-11,5.186005276980961e-16,1.7211919128861828e-15,1.2889608651256435e-11,0.9999910593032837,9.517993184782799e-15,2.62565799857839e-06,1.2327742795046558e-19,6.696668219952073e-11,1.0545253228575954e-13,6.321191904135048e-06,7.509756523269592e-16
patient003\s0017lre_vz_features.npy,9,g4,0.9215612411499023,0.0006263782852329314,0.0002739995834417641,0.0012090281816199422,0.00489851413294673,0.0002119896817021072,0.00014651041419710964,0.010306699201464653,0.008100451901555061,0.02835686132311821,0.9215612411499023,8.930543845053762e-05,0.0003195694589521736,0.021085042506456375,0.0015023112064227462,0.001312187989242375
patient004\s0020are_avf_features.npy,3,g12,0.6128108501434326,8.716095908312127e-05,0.009260455146431923,0.0047145108692348,0.6128108501434326,0.00033915016683749855,0.0032304811757057905,0.08699099719524384,0.1306690275669098,1.9210058610497072e-07,0.0007505976827815175,1.7443349861423485e-05,5.54518228454981e-05,0.04371277615427971,0.0689334124326706,0.038427505642175674
patient004\s0020are_avl_features.npy,7,g2,0.99991774559021,1.3505956303561106e-05,1.602744248430099e-08,1.3184972225133151e-08,5.29059543623589e-05,4.336405652338726e-07,8.037727428078512e-11,1.6867873000592226e-06,0.99991774559021,2.2048645860195393e-06,2.2351587176672183e-06,7.370135080009277e-08,7.769424883008469e-06,1.2607894461780234e-07,1.2237886721777613e-06,1.9835719733407586e-09
